order_id,order_date,customer_id,country,product_category,marketing_channel,price,quantity,delivery_days,returned,revenue
698,2024-06-07,5474,India,Clothing,Google Ads,520.99,2,1,0,1041.98
699,2024-12-19,8346,UAE,Home,Organic,124.94,2,1,0,249.88
700,2024-11-11,7453,Germany,Clothing,Google Ads,378.54,1,1,0,378.54
701,2024-01-03,7321,UAE,Beauty,Organic,1295.37,4,3,0,5181.48
702,2025-11-23,7728,Germany,Home,Organic,57.03,4,1,0,228.12
703,2025-09-21,5716,Brazil,Electronics,TikTok Ads,208.59,1,3,0,208.59
704,2023-01-15,4648,Canada,Sports,Email,1237.38,4,6,0,4949.52
705,2024-03-29,1878,India,Home,Facebook Ads,1029.94,2,4,0,2059.88
706,2025-09-09,1394,UAE,Sports,Email,418.29,1,5,0,418.29
707,2025-08-04,3577,USA,Electronics,Organic,1359.57,4,8,0,5438.28
708,2023-04-12,6224,Germany,Electronics,TikTok Ads,1475.46,4,2,0,5901.84
709,2025-06-19,3284,France,Home,Organic,541.41,4,1,0,2165.64
710,2024-05-02,3484,UAE,Home,Facebook Ads,896.15,1,4,0,896.15
711,2025-10-17,8718,USA,Home,Facebook Ads,345.9,4,3,1,1383.6
712,2025-09-06,4239,UAE,Home,Google Ads,1085.78,1,9,0,1085.78
713,2023-11-25,9415,USA,Sports,Organic,870.12,1,5,0,870.12
714,2025-07-27,8369,USA,Clothing,TikTok Ads,1138.91,1,1,0,1138.91
715,2024-04-24,7475,Canada,Sports,Organic,1240.87,4,5,0,4963.48
716,2025-10-10,2293,UAE,Home,Email,889.21,1,2,0,889.21
717,2025-02-28,6708,USA,Home,Email,963.89,2,4,1,1927.78
718,2024-08-25,8422,France,Clothing,Facebook Ads,980.82,1,3,0,980.82
719,2025-04-13,4432,UAE,Sports,TikTok Ads,35.52,3,7,0,106.56
720,2025-11-25,9338,USA,Beauty,Organic,198.26,2,9,1,396.52
721,2023-02-10,4011,UAE,Electronics,Organic,1437.17,3,8,0,4311.51
722,2025-02-04,8865,Canada,Beauty,Google Ads,276.27,1,6,0,276.27
723,2025-04-04,4810,France,Clothing,TikTok Ads,1395.8,1,3,0,1395.8
724,2023-12-28,8816,Canada,Home,Google Ads,162.68,4,8,1,650.72
725,2025-06-26,2566,Germany,Electronics,Facebook Ads,823.37,1,1,0,823.37
726,2025-03-24,3953,France,Home,Facebook Ads,1324.53,2,7,0,2649.06
727,2025-01-04,5955,Germany,Beauty,TikTok Ads,1266.16,4,8,0,5064.64
728,2025-01-23,8834,Brazil,Sports,Organic,991.51,4,1,0,3966.04
729,2024-04-12,4309,India,Electronics,Facebook Ads,25.43,3,9,0,76.28999999999999
730,2024-07-01,9041,UK,Home,TikTok Ads,679.93,3,9,0,2039.79
731,2023-02-24,8242,France,Home,Facebook Ads,1046.98,1,4,0,1046.98
732,2025-06-29,1624,Brazil,Electronics,Organic,140.4,3,3,0,421.20000000000005
733,2025-07-23,4808,UK,Sports,Email,1226.53,3,5,0,3679.59
734,2025-03-04,5656,UK,Clothing,Organic,167.84,1,3,0,167.84
735,2023-01-07,7737,UK,Home,TikTok Ads,560.03,2,6,0,1120.06
736,2025-03-18,7478,USA,Home,Organic,1394.02,1,9,0,1394.02
737,2025-01-12,1064,UAE,Beauty,TikTok Ads,1218.69,1,7,0,1218.69
738,2023-04-16,1419,Germany,Electronics,Facebook Ads,292.65,2,8,0,585.3
739,2023-07-07,5118,Germany,Clothing,Organic,893.08,2,4,0,1786.16
740,2024-08-13,3669,India,Beauty,Email,1180.28,4,1,0,4721.12
741,2023-03-14,6831,France,Home,TikTok Ads,486.5,1,9,0,486.5
742,2024-07-02,1445,India,Home,TikTok Ads,939.18,4,6,1,3756.72
743,2024-09-16,6884,UK,Clothing,Organic,170.61,2,4,0,341.22
744,2024-10-14,8245,France,Beauty,Google Ads,1388.41,3,2,0,4165.2300000000005
745,2025-01-29,4728,USA,Sports,Google Ads,1037.42,3,9,0,3112.26
746,2025-06-10,5827,UK,Home,Google Ads,417.79,1,5,0,417.79
747,2024-04-14,3696,Germany,Clothing,Google Ads,1383.2,3,1,0,4149.6
748,2025-03-25,7608,USA,Beauty,Google Ads,173.18,1,3,1,173.18
749,2024-12-05,2833,USA,Sports,Email,713.83,3,2,0,2141.4900000000002
750,2023-02-19,4910,UK,Home,Organic,1343.39,4,7,0,5373.56
751,2024-09-26,9486,Brazil,Clothing,Organic,251.71,4,4,0,1006.84
752,2024-09-21,2036,UAE,Beauty,Organic,110.64,4,3,1,442.56
753,2023-05-20,3717,Germany,Clothing,Facebook Ads,1327.44,1,7,0,1327.44
754,2025-03-28,5644,Brazil,Clothing,Google Ads,1359.16,4,6,0,5436.64
755,2025-02-14,9818,France,Clothing,Google Ads,285.18,3,6,0,855.54
756,2023-05-31,9523,Canada,Sports,TikTok Ads,514.94,3,5,0,1544.8200000000002
757,2024-08-14,6108,France,Beauty,Google Ads,1199.47,2,9,0,2398.94
758,2025-10-08,3972,Brazil,Sports,TikTok Ads,627.12,4,7,1,2508.48
759,2025-06-07,3392,Brazil,Sports,Google Ads,370.5,3,7,0,1111.5
760,2025-01-25,8675,USA,Beauty,Email,52.94,3,3,1,158.82
761,2024-02-01,1283,Germany,Home,Email,80.96,4,6,0,323.84
762,2025-11-18,4657,France,Clothing,Facebook Ads,414.18,3,3,0,1242.54
763,2023-04-14,4231,Germany,Sports,Email,834.32,1,4,0,834.32
764,2024-02-08,9971,India,Home,TikTok Ads,848.3,1,2,1,848.3
765,2025-08-12,7157,Brazil,Clothing,Google Ads,848.1,1,7,1,848.1
766,2024-10-20,1667,UK,Home,Email,467.7,3,6,0,1403.1
767,2024-07-16,1877,India,Home,Organic,844.86,2,4,0,1689.72
768,2024-03-13,4604,USA,Home,Email,97.75,2,5,0,195.5
769,2023-11-19,3418,Germany,Sports,TikTok Ads,256.66,3,9,0,769.98
770,2024-06-16,5633,Brazil,Electronics,Email,1236.77,2,1,0,2473.54
771,2024-06-13,6249,Canada,Electronics,Organic,476.07,1,1,0,476.07
772,2025-02-20,8224,France,Beauty,TikTok Ads,1309.85,4,5,1,5239.4
773,2025-04-21,4312,Germany,Electronics,Organic,338.79,1,7,0,338.79
774,2024-12-19,1990,USA,Electronics,Organic,1111.72,4,2,0,4446.88
775,2024-09-16,5929,USA,Beauty,Organic,319.66,4,9,0,1278.64
776,2025-11-27,4356,Germany,Electronics,Facebook Ads,795.56,2,3,0,1591.12
777,2024-03-27,2207,UAE,Sports,Facebook Ads,1300.77,3,2,0,3902.31
778,2024-10-14,1021,Brazil,Beauty,Facebook Ads,828.3,4,4,0,3313.2
779,2024-11-05,5081,UAE,Electronics,TikTok Ads,911.29,2,3,0,1822.58
780,2023-11-18,3398,France,Home,Email,1004.66,2,7,0,2009.32
781,2024-09-06,9433,USA,Home,Facebook Ads,1001.55,3,9,0,3004.6499999999996
782,2023-07-31,7028,UK,Clothing,TikTok Ads,1433.57,2,5,0,2867.14
783,2023-06-26,7252,India,Home,Organic,222.69,2,1,0,445.38
784,2025-09-26,9679,UK,Home,Email,840.51,3,9,0,2521.5299999999997
785,2024-11-13,9220,France,Electronics,TikTok Ads,1422.05,2,5,0,2844.1
786,2024-03-21,2809,UK,Beauty,Email,807.7,2,7,1,1615.4
787,2023-05-30,5862,UK,Sports,Email,1284.57,3,7,0,3853.71
788,2023-06-03,6479,Germany,Electronics,Google Ads,1381.8,1,4,0,1381.8
789,2023-08-24,4421,USA,Sports,Email,1175.29,1,7,0,1175.29
790,2023-07-29,6782,India,Electronics,TikTok Ads,865.32,2,3,0,1730.64
791,2023-03-18,3370,Canada,Sports,Organic,1035.63,4,9,0,4142.52
792,2024-03-05,8441,Germany,Clothing,TikTok Ads,536.32,1,1,0,536.32
793,2024-10-27,5753,UK,Clothing,Email,471.91,3,4,1,1415.73
794,2025-03-01,9521,USA,Electronics,Facebook Ads,209.48,4,7,0,837.92
795,2023-04-13,2080,France,Sports,Google Ads,535.04,3,9,0,1605.12
796,2023-07-29,6269,India,Sports,Google Ads,1498.86,4,9,0,5995.44
797,2023-11-09,5380,Germany,Sports,Organic,67.83,1,8,0,67.83
798,2025-03-04,6354,UAE,Home,TikTok Ads,815.54,4,1,0,3262.16
799,2023-05-07,2577,UAE,Sports,Google Ads,1145.33,4,5,0,4581.32
800,2023-07-03,1589,Canada,Beauty,Email,779.92,3,3,0,2339.7599999999998
801,2025-11-13,5325,UK,Sports,Facebook Ads,1208.21,3,4,0,3624.63
802,2023-06-20,1899,Canada,Beauty,Email,1453.53,4,3,0,5814.12
803,2025-04-20,4941,UK,Clothing,Google Ads,1106.7,3,1,0,3320.1000000000004
804,2023-11-27,3287,France,Clothing,TikTok Ads,925.17,3,9,0,2775.5099999999998
805,2024-07-16,4817,Brazil,Clothing,Email,1136.74,4,6,0,4546.96
806,2024-04-28,9870,Canada,Clothing,Email,844.15,3,2,0,2532.45
807,2024-10-14,5196,Brazil,Sports,Organic,85.83,2,6,0,171.66
808,2024-02-14,2205,USA,Home,Facebook Ads,214.72,3,6,0,644.16
809,2025-01-14,7473,Canada,Beauty,Organic,417.35,4,2,0,1669.4
810,2025-04-29,1898,UAE,Sports,TikTok Ads,631.56,2,6,0,1263.12
811,2025-04-30,1841,UAE,Beauty,Organic,1206.19,3,4,0,3618.57
812,2025-11-10,3597,Brazil,Sports,Organic,1097.22,3,8,0,3291.66
813,2023-03-13,3637,UAE,Clothing,Email,93.05,1,2,0,93.05
814,2023-08-01,2707,Germany,Sports,Organic,595.14,1,3,0,595.14
815,2025-07-01,8302,Germany,Sports,Email,86.42,3,9,0,259.26
816,2023-03-23,7674,UK,Beauty,Email,130.8,2,6,0,261.6
817,2025-03-14,9112,Brazil,Clothing,Google Ads,166.72,1,6,0,166.72
818,2023-02-10,1200,India,Beauty,Organic,797.35,4,3,0,3189.4
819,2023-08-13,3214,UAE,Sports,TikTok Ads,385.55,2,4,0,771.1
820,2024-02-08,2212,UK,Home,TikTok Ads,163.8,4,5,0,655.2
821,2023-05-05,2674,Germany,Electronics,Email,1171.22,1,4,0,1171.22
822,2025-12-15,8237,UK,Clothing,TikTok Ads,419.6,2,7,0,839.2
823,2025-07-01,1311,Canada,Clothing,Organic,1390.66,2,1,0,2781.32
824,2025-06-06,6250,India,Beauty,Email,401.97,2,8,0,803.94
825,2024-04-23,3816,India,Sports,Organic,152.99,3,4,0,458.97
826,2025-11-03,8310,Brazil,Beauty,Organic,259.13,2,1,0,518.26
827,2024-03-02,6805,USA,Home,Facebook Ads,1206.44,4,2,0,4825.76
828,2024-07-22,9681,Canada,Home,Facebook Ads,224.08,1,3,0,224.08
829,2025-05-14,9820,India,Sports,Email,351.45,1,4,0,351.45
830,2024-12-15,5195,Brazil,Clothing,Email,572.41,4,3,1,2289.64
831,2023-04-20,2764,USA,Clothing,Email,352.4,1,4,0,352.4
832,2023-03-01,8346,India,Clothing,Organic,601.37,2,9,0,1202.74
833,2024-12-06,5562,UK,Home,Email,1440.3,2,6,0,2880.6
834,2023-12-31,5529,France,Clothing,Email,847.14,2,7,0,1694.28
835,2025-07-22,4880,Canada,Home,Facebook Ads,364.93,2,7,0,729.86
836,2023-04-21,2557,UK,Home,Facebook Ads,268.44,3,6,0,805.3199999999999
837,2024-01-08,3361,UAE,Beauty,Organic,1342.0,2,1,1,2684.0
838,2025-07-10,2975,Germany,Electronics,Google Ads,788.64,4,3,0,3154.56
839,2025-10-16,3074,Germany,Home,Organic,646.63,3,4,0,1939.8899999999999
840,2024-10-25,9970,UK,Home,Email,1292.23,1,6,0,1292.23
841,2023-05-23,2731,France,Sports,Google Ads,1053.07,3,5,0,3159.21
842,2023-10-12,8286,Germany,Electronics,Email,353.14,2,5,0,706.28
843,2024-01-12,1660,India,Home,TikTok Ads,1295.82,2,2,0,2591.64
844,2024-01-01,5878,France,Clothing,Facebook Ads,589.47,3,3,0,1768.41
845,2025-11-18,7156,USA,Home,Organic,1499.64,3,3,0,4498.92
846,2024-03-13,5611,France,Beauty,Facebook Ads,352.17,4,7,0,1408.68
847,2023-11-12,7884,Canada,Beauty,Email,879.72,1,9,0,879.72
848,2023-05-15,3175,UAE,Clothing,Google Ads,937.95,1,8,0,937.95
849,2023-11-20,9417,India,Beauty,TikTok Ads,1341.54,2,2,1,2683.08
850,2024-08-16,8556,UK,Electronics,Organic,1243.36,4,9,0,4973.44
851,2024-02-27,8949,Brazil,Home,Organic,358.44,3,8,1,1075.32
852,2024-06-01,9575,USA,Clothing,Google Ads,1498.81,4,2,0,5995.24
853,2023-05-28,6393,USA,Electronics,Facebook Ads,1204.08,3,2,0,3612.24
854,2023-05-20,7721,Brazil,Sports,Facebook Ads,576.73,4,7,0,2306.92
855,2025-06-13,5584,UK,Electronics,TikTok Ads,1200.36,2,1,0,2400.72
856,2023-01-17,8738,Canada,Beauty,Facebook Ads,849.95,1,5,0,849.95
857,2025-05-24,4646,Brazil,Sports,Email,1482.84,4,3,0,5931.36
858,2024-07-01,4195,India,Beauty,Organic,983.87,3,8,0,2951.61
859,2024-11-30,8663,USA,Electronics,Google Ads,897.05,4,6,0,3588.2
860,2024-09-18,1595,Canada,Sports,Email,1087.0,4,5,0,4348.0
861,2025-02-11,1885,UAE,Beauty,Email,565.94,1,8,0,565.94
862,2024-10-06,2138,USA,Home,Organic,1264.48,2,4,1,2528.96
863,2023-07-30,8734,UK,Beauty,TikTok Ads,1294.75,3,9,1,3884.25
864,2025-06-17,5209,Germany,Electronics,TikTok Ads,1429.25,1,8,0,1429.25
865,2025-05-01,7132,India,Sports,Organic,218.04,2,8,0,436.08
866,2025-04-02,3810,India,Sports,TikTok Ads,398.06,4,7,0,1592.24
867,2025-04-07,6520,India,Clothing,Google Ads,1200.96,1,4,0,1200.96
868,2025-05-23,3909,France,Sports,Email,99.26,2,8,0,198.52
869,2024-12-24,1084,USA,Sports,Facebook Ads,1261.58,2,9,1,2523.16
870,2024-09-03,4850,UK,Beauty,Google Ads,1165.56,3,1,0,3496.68
871,2025-06-03,3657,Canada,Clothing,Email,181.13,4,8,1,724.52
872,2023-05-02,9851,France,Clothing,Email,393.07,1,4,0,393.07
873,2024-09-22,4175,USA,Electronics,Email,426.16,1,2,1,426.16
874,2025-12-17,7047,UK,Home,Facebook Ads,332.59,1,6,0,332.59
875,2025-05-13,9626,Brazil,Clothing,Google Ads,312.91,4,3,0,1251.64
876,2024-03-27,4841,India,Electronics,Email,1172.77,4,3,0,4691.08
877,2023-06-05,1775,Brazil,Clothing,Organic,746.99,2,6,0,1493.98
878,2025-02-27,6520,Brazil,Clothing,TikTok Ads,62.48,4,8,1,249.92
879,2023-04-23,7465,India,Electronics,TikTok Ads,1429.15,1,7,0,1429.15
880,2023-09-02,5255,Canada,Home,Google Ads,905.42,3,1,0,2716.2599999999998
881,2025-11-17,6222,Germany,Beauty,Google Ads,791.5,4,6,0,3166.0
882,2025-07-28,1216,France,Beauty,TikTok Ads,1146.18,4,6,0,4584.72
883,2023-02-15,1307,France,Beauty,Google Ads,1448.85,2,7,0,2897.7
884,2025-02-05,3183,Canada,Beauty,Organic,695.15,1,3,0,695.15
885,2023-11-24,8637,USA,Home,Email,1423.64,1,5,0,1423.64
886,2025-01-13,7236,UAE,Home,Facebook Ads,1016.2,4,6,0,4064.8
887,2025-02-22,7437,USA,Beauty,Google Ads,316.84,1,1,0,316.84
888,2023-11-19,9258,USA,Sports,TikTok Ads,1278.53,3,8,0,3835.59
889,2023-10-23,2771,UAE,Sports,Email,432.89,4,1,0,1731.56
890,2023-09-21,5512,Brazil,Electronics,Email,1490.31,4,7,0,5961.24
891,2024-10-19,4701,Germany,Beauty,Organic,659.43,1,6,0,659.43
892,2024-06-16,2130,Canada,Home,Email,796.35,4,3,1,3185.4
893,2023-03-31,1588,Brazil,Beauty,TikTok Ads,1405.62,2,3,0,2811.24
894,2024-05-10,2626,France,Beauty,Google Ads,820.1,3,7,0,2460.3
895,2024-05-10,2416,Germany,Clothing,Google Ads,275.27,4,8,0,1101.08
896,2025-11-27,4788,France,Clothing,Facebook Ads,738.04,2,5,0,1476.08
897,2025-06-11,8365,Canada,Clothing,TikTok Ads,1495.14,3,9,0,4485.42
898,2025-08-18,1192,UAE,Electronics,TikTok Ads,964.27,2,1,0,1928.54
899,2023-08-11,8214,Germany,Beauty,Facebook Ads,587.56,2,5,0,1175.12
900,2025-08-25,2898,USA,Sports,Organic,721.18,1,9,0,721.18
901,2023-12-10,3824,UAE,Beauty,Organic,1033.8,1,4,1,1033.8
902,2025-07-04,3891,France,Electronics,Google Ads,1447.53,1,1,0,1447.53
903,2023-10-26,4423,India,Clothing,Email,1447.73,1,6,0,1447.73
904,2025-10-26,1616,UK,Clothing,Email,765.9,2,8,0,1531.8
905,2023-03-17,2427,UAE,Beauty,Google Ads,23.86,2,2,0,47.72
906,2025-06-23,4759,UK,Clothing,Organic,1061.07,3,4,0,3183.21
907,2023-03-21,1354,Canada,Home,Email,385.73,4,7,0,1542.92
908,2024-10-20,3714,India,Electronics,TikTok Ads,403.43,2,5,0,806.86
909,2024-08-04,1338,Germany,Clothing,Email,91.74,4,5,0,366.96
910,2024-10-28,1276,Canada,Electronics,TikTok Ads,433.19,4,8,0,1732.76
911,2025-11-21,8350,UK,Clothing,TikTok Ads,59.23,1,9,0,59.23
912,2024-09-26,3667,UAE,Clothing,Google Ads,1125.15,2,2,1,2250.3
913,2024-01-13,2148,Canada,Electronics,TikTok Ads,880.02,3,7,0,2640.06
914,2024-08-19,6664,Canada,Beauty,Google Ads,1496.35,1,2,0,1496.35
915,2023-04-20,1754,UK,Sports,Google Ads,1447.97,4,6,0,5791.88
916,2023-10-19,4962,UAE,Electronics,Google Ads,710.39,3,5,0,2131.17
917,2025-10-12,1073,India,Sports,Facebook Ads,295.95,2,9,0,591.9
918,2024-08-12,1591,Germany,Home,Email,317.26,1,2,0,317.26
919,2024-07-04,1890,USA,Sports,Email,905.17,3,3,0,2715.5099999999998
920,2023-10-05,5426,India,Sports,TikTok Ads,905.77,1,1,0,905.77
921,2025-01-10,8758,India,Home,TikTok Ads,1340.15,2,4,1,2680.3
922,2024-10-27,8897,UAE,Sports,Google Ads,1459.07,4,6,0,5836.28
923,2024-07-26,7429,France,Sports,TikTok Ads,382.9,4,3,0,1531.6
924,2025-09-12,9447,India,Electronics,Facebook Ads,210.68,4,2,0,842.72
925,2024-10-14,7577,India,Beauty,TikTok Ads,328.12,4,7,1,1312.48
926,2025-09-29,9296,India,Sports,Google Ads,484.83,1,6,0,484.83
927,2024-08-07,7083,France,Home,Facebook Ads,1103.55,1,2,0,1103.55
928,2024-10-30,4123,UAE,Clothing,Email,1435.6,2,1,0,2871.2
929,2024-02-24,4445,UAE,Clothing,Facebook Ads,1079.48,4,1,0,4317.92
930,2024-04-30,2127,Germany,Sports,Email,474.41,2,6,1,948.82
931,2023-09-22,6497,Brazil,Beauty,Google Ads,69.42,3,1,0,208.26
932,2025-12-31,3324,UAE,Beauty,TikTok Ads,343.25,4,5,0,1373.0
933,2023-07-01,7893,Germany,Clothing,Facebook Ads,52.4,1,8,0,52.4
934,2025-04-08,3503,Germany,Clothing,Email,1197.74,1,4,0,1197.74
935,2025-02-10,9527,UAE,Electronics,Facebook Ads,520.46,1,6,0,520.46
936,2025-10-01,4313,Brazil,Electronics,TikTok Ads,763.47,4,7,0,3053.88
937,2024-01-22,9378,France,Sports,Google Ads,152.84,2,4,0,305.68
938,2023-09-24,3837,Canada,Home,Facebook Ads,19.53,3,9,0,58.59
939,2024-01-29,5837,Brazil,Home,Organic,1263.91,3,3,0,3791.7300000000005
940,2024-09-22,5739,USA,Sports,Facebook Ads,1449.75,2,1,0,2899.5
941,2025-04-28,6948,Germany,Electronics,Google Ads,556.65,4,4,0,2226.6
942,2025-03-14,4439,France,Electronics,Google Ads,590.9,4,7,0,2363.6
943,2024-07-03,7946,UK,Clothing,Facebook Ads,284.21,4,1,0,1136.84
944,2023-09-11,4285,Brazil,Electronics,TikTok Ads,1154.13,3,4,0,3462.3900000000003
945,2023-10-08,8996,Brazil,Electronics,TikTok Ads,1116.58,3,7,0,3349.74
946,2025-02-02,7528,Germany,Electronics,Organic,1092.43,1,6,0,1092.43
947,2025-01-03,7613,India,Sports,Organic,1180.39,3,3,0,3541.17
948,2023-09-03,5868,India,Clothing,Facebook Ads,498.03,3,5,0,1494.09
949,2025-09-01,6439,Brazil,Electronics,Facebook Ads,374.52,2,9,0,749.04
950,2023-04-21,3205,France,Electronics,Organic,1417.21,4,5,0,5668.84
951,2024-11-23,2368,India,Beauty,Email,814.71,4,8,0,3258.84
952,2025-11-15,9642,UAE,Clothing,Google Ads,1488.13,2,9,0,2976.26
953,2025-08-09,4452,USA,Home,Email,1102.3,2,2,0,2204.6
954,2024-12-28,2131,UK,Beauty,Organic,698.57,4,7,0,2794.28
955,2024-10-30,9355,Canada,Clothing,TikTok Ads,1240.33,3,6,0,3720.99
956,2023-06-12,6660,UAE,Sports,TikTok Ads,843.04,1,6,0,843.04
957,2023-09-16,7311,Canada,Beauty,TikTok Ads,1352.93,1,4,0,1352.93
958,2025-12-05,4362,France,Sports,Google Ads,269.65,1,5,1,269.65
959,2024-05-12,8923,Germany,Home,Organic,954.41,4,6,0,3817.64
960,2023-04-19,7137,UK,Electronics,TikTok Ads,632.51,1,1,0,632.51
961,2023-08-30,4762,India,Clothing,Facebook Ads,678.8,4,6,0,2715.2
962,2024-08-18,6312,USA,Electronics,Email,172.18,1,1,1,172.18
963,2023-06-15,4564,Germany,Home,Email,852.97,3,6,0,2558.91
964,2024-03-11,2637,UAE,Sports,Facebook Ads,353.82,4,2,1,1415.28
965,2024-03-01,4650,India,Sports,TikTok Ads,674.83,2,7,0,1349.66
966,2023-02-07,7788,UAE,Beauty,Organic,1434.49,3,8,0,4303.47
967,2024-03-04,8737,India,Home,Organic,569.86,2,9,0,1139.72
968,2024-12-09,1106,Brazil,Electronics,TikTok Ads,1443.39,3,8,0,4330.17
969,2024-07-12,4557,USA,Beauty,Facebook Ads,1445.32,2,1,0,2890.64
970,2024-01-20,8949,UAE,Home,Facebook Ads,512.33,3,6,1,1536.9900000000002
971,2025-08-04,3463,UAE,Electronics,Facebook Ads,1358.18,4,7,0,5432.72
972,2023-04-19,9820,UK,Beauty,Facebook Ads,230.3,1,9,1,230.3
973,2025-08-01,8343,UAE,Beauty,TikTok Ads,620.04,1,9,1,620.04
974,2025-03-08,5245,Canada,Electronics,Email,905.76,4,5,1,3623.04
975,2024-06-03,7783,UAE,Electronics,TikTok Ads,135.96,2,1,0,271.92
976,2025-12-26,1008,Germany,Home,TikTok Ads,221.03,4,2,0,884.12
977,2023-07-12,3498,USA,Clothing,Google Ads,79.32,3,6,0,237.95999999999998
978,2024-02-29,7779,India,Clothing,Organic,1044.26,2,5,0,2088.52
979,2023-08-04,7965,UAE,Clothing,Facebook Ads,206.32,4,1,0,825.28
980,2023-07-22,8627,UAE,Electronics,Organic,796.17,1,8,0,796.17
981,2024-04-06,4416,Brazil,Sports,Google Ads,125.73,3,1,0,377.19
982,2024-12-02,3885,Germany,Clothing,Organic,977.84,4,8,0,3911.36
983,2025-12-18,5057,Canada,Beauty,TikTok Ads,576.62,2,3,0,1153.24
984,2023-04-20,9579,Germany,Clothing,TikTok Ads,1208.08,4,7,0,4832.32
985,2024-07-17,7425,India,Sports,Facebook Ads,460.73,3,6,0,1382.19
986,2024-03-24,6802,UK,Clothing,Organic,22.71,2,4,0,45.42
987,2025-02-14,3920,Canada,Sports,TikTok Ads,335.23,1,3,1,335.23
988,2024-02-24,1296,Brazil,Sports,Google Ads,306.01,2,7,0,612.02
989,2023-06-03,4027,USA,Beauty,TikTok Ads,675.29,3,8,0,2025.87
990,2025-01-01,8939,UK,Sports,Google Ads,716.73,3,6,0,2150.19
991,2024-12-29,1377,UK,Beauty,Organic,367.56,4,6,0,1470.24
992,2024-10-24,6729,UAE,Electronics,TikTok Ads,752.28,3,2,0,2256.84
993,2023-12-10,5957,Brazil,Beauty,Organic,76.32,4,9,0,305.28
994,2023-03-05,1606,France,Sports,Organic,777.72,1,6,0,777.72
995,2023-04-17,8368,France,Clothing,Facebook Ads,1267.84,4,3,0,5071.36
996,2025-11-17,7811,Canada,Electronics,TikTok Ads,1326.07,1,3,0,1326.07
997,2024-04-16,8904,UK,Beauty,TikTok Ads,867.0,2,9,0,1734.0
998,2023-03-28,5898,UK,Home,Email,453.32,2,8,0,906.64
999,2025-08-12,4801,UK,Home,TikTok Ads,250.56,2,5,0,501.12
1000,2023-12-21,4976,UK,Clothing,Facebook Ads,1274.48,3,7,0,3823.44
1001,2023-04-10,3390,Brazil,Sports,Google Ads,703.59,2,5,0,1407.18
1002,2024-12-17,1363,USA,Sports,Google Ads,469.74,4,5,0,1878.96
1003,2025-08-12,4211,UK,Home,TikTok Ads,1318.18,4,3,0,5272.72
1004,2025-01-09,8879,Canada,Clothing,Organic,939.83,3,4,0,2819.4900000000002
1005,2023-05-09,4225,Canada,Sports,Organic,482.75,1,6,0,482.75
1006,2025-10-20,2630,India,Electronics,Facebook Ads,87.29,1,5,0,87.29
1007,2024-04-30,5074,UK,Electronics,TikTok Ads,530.67,4,7,0,2122.68
1008,2024-01-07,9020,Brazil,Clothing,Organic,188.85,4,2,0,755.4
1009,2024-11-29,8692,France,Home,Email,468.8,2,6,0,937.6
1010,2023-06-04,2850,India,Clothing,Facebook Ads,1037.9,2,6,0,2075.8
1011,2024-08-14,8669,Germany,Sports,Google Ads,853.25,3,2,0,2559.75
1012,2023-06-27,3029,Canada,Electronics,Google Ads,392.45,3,8,0,1177.35
1013,2023-07-11,1694,USA,Sports,Email,900.84,1,9,0,900.84
1014,2025-06-18,5106,UK,Clothing,TikTok Ads,884.68,2,6,0,1769.36
1015,2024-06-30,8022,UAE,Electronics,Facebook Ads,844.87,1,7,0,844.87
1016,2023-05-24,8729,India,Sports,TikTok Ads,1385.62,4,1,0,5542.48
1017,2024-03-15,4400,France,Sports,Organic,684.18,3,4,0,2052.54
1018,2024-03-26,6079,USA,Electronics,TikTok Ads,281.52,4,8,0,1126.08
1019,2025-09-27,2749,UAE,Clothing,Organic,896.27,2,7,0,1792.54
1020,2025-04-08,7538,UK,Clothing,Organic,912.98,3,4,0,2738.94
1021,2024-01-17,7654,UAE,Home,Facebook Ads,139.5,1,4,1,139.5
1022,2023-12-27,7841,France,Electronics,Facebook Ads,279.5,1,5,0,279.5
1023,2025-08-14,3794,France,Home,TikTok Ads,48.05,2,2,0,96.1
1024,2023-02-04,9824,France,Home,Google Ads,202.23,4,8,0,808.92
1025,2023-05-29,8673,India,Sports,Email,989.99,1,8,0,989.99
1026,2024-09-24,3113,India,Sports,TikTok Ads,681.44,4,1,0,2725.76
1027,2025-06-24,3060,Germany,Beauty,Email,427.16,3,3,0,1281.48
1028,2025-04-11,8047,Brazil,Clothing,Facebook Ads,812.88,4,4,0,3251.52
1029,2024-12-12,6955,USA,Home,Facebook Ads,788.88,3,9,0,2366.64
1030,2025-01-22,1020,USA,Clothing,Google Ads,1413.84,3,7,0,4241.5199999999995
1031,2024-10-25,7868,USA,Electronics,Email,893.1,4,3,0,3572.4
1032,2024-08-08,8181,UAE,Electronics,Email,672.78,3,8,0,2018.34
1033,2023-02-24,8399,France,Clothing,Google Ads,1446.51,2,4,0,2893.02
1034,2024-07-13,3756,UAE,Sports,Google Ads,106.84,3,5,0,320.52
1035,2024-12-05,3538,France,Home,Facebook Ads,1238.57,3,8,0,3715.71
1036,2023-12-18,2864,Brazil,Home,TikTok Ads,1497.3,4,2,0,5989.2
1037,2023-11-04,5789,UK,Home,Organic,344.82,2,3,0,689.64
1038,2024-03-22,8870,India,Beauty,Email,1365.35,2,2,0,2730.7
