student_id,name,grade,subject,teacher,score,attendance_percentage,exam_date,gpa,status,remarks
1675,Student_675,12th,Biology,Teacher_26,71,71,2024-08-17,3.95,Pass,Poor
1676,Student_676,9th,Mathematics,Teacher_2,98,74,2024-08-01,2.53,Pass,Good
1677,Student_677,12th,Computer Science,Teacher_18,30,80,2024-11-09,3.43,Fail,Poor
1678,Student_678,12th,Science,Teacher_12,68,94,2025-01-05,2.79,Pass,Good
1679,Student_679,10th,Biology,Teacher_19,46,92,2024-01-25,3.35,Pass,Average
1680,Student_680,10th,Mathematics,Teacher_26,64,78,2024-11-04,2.95,Pass,Average
1681,Student_681,12th,Mathematics,Teacher_23,75,82,2024-07-27,3.99,Pass,Poor
1682,Student_682,9th,Computer Science,Teacher_18,71,72,2024-09-15,3.46,Pass,Average
1683,Student_683,11th,English,Teacher_30,68,60,2024-01-18,3.9,Pass,Poor
1684,Student_684,12th,Chemistry,Teacher_17,78,88,2024-07-13,3.67,Fail,Good
1685,Student_685,9th,History,Teacher_30,91,83,2024-06-15,3.81,Pass,Average
1686,Student_686,10th,Science,Teacher_6,67,75,2024-08-01,3.63,Pass,Average
1687,Student_687,10th,Mathematics,Teacher_25,52,84,2024-08-16,2.92,Pass,Poor
1688,Student_688,9th,Science,Teacher_15,51,82,2024-10-16,2.5,Pass,Poor
1689,Student_689,11th,Chemistry,Teacher_3,33,87,2024-10-20,2.74,Pass,Poor
1690,Student_690,10th,History,Teacher_6,78,75,2024-11-18,2.04,Fail,Poor
1691,Student_691,10th,Chemistry,Teacher_3,88,97,2024-05-06,3.05,Pass,Excellent
1692,Student_692,10th,History,Teacher_30,97,70,2024-09-20,3.01,Fail,Poor
1693,Student_693,9th,Physics,Teacher_29,31,62,2024-05-06,3.05,Pass,Excellent
1694,Student_694,12th,History,Teacher_1,78,74,2024-06-02,3.95,Pass,Good
1695,Student_695,10th,Computer Science,Teacher_30,60,60,2024-08-25,3.82,Pass,Poor
1696,Student_696,12th,English,Teacher_13,69,66,2024-09-19,2.32,Pass,Excellent
1697,Student_697,11th,Chemistry,Teacher_28,77,60,2024-01-29,2.74,Pass,Excellent
1698,Student_698,10th,Mathematics,Teacher_21,80,91,2024-08-01,2.85,Pass,Excellent
1699,Student_699,10th,Computer Science,Teacher_26,72,68,2024-07-05,2.72,Pass,Average
1700,Student_700,11th,Physics,Teacher_14,84,88,2024-12-22,3.6,Pass,Excellent
1701,Student_701,10th,English,Teacher_13,78,85,2024-12-27,3.05,Pass,Poor
1702,Student_702,12th,Science,Teacher_27,86,82,2024-08-09,3.14,Pass,Poor
1703,Student_703,9th,Computer Science,Teacher_4,44,88,2024-04-08,3.71,Pass,Poor
1704,Student_704,12th,Chemistry,Teacher_7,56,97,2024-09-10,3.61,Pass,Excellent
1705,Student_705,9th,Biology,Teacher_22,97,92,2024-03-20,2.26,Pass,Excellent
1706,Student_706,9th,Biology,Teacher_10,93,66,2024-11-28,3.43,Pass,Average
1707,Student_707,12th,Mathematics,Teacher_7,59,71,2024-10-14,2.87,Pass,Good
1708,Student_708,12th,History,Teacher_21,65,90,2024-01-28,2.59,Pass,Average
1709,Student_709,12th,Mathematics,Teacher_15,96,91,2024-08-03,2.1,Pass,Poor
1710,Student_710,12th,Biology,Teacher_15,78,79,2024-11-13,2.97,Pass,Poor
1711,Student_711,11th,Science,Teacher_4,84,76,2024-10-29,2.71,Fail,Poor
1712,Student_712,10th,Physics,Teacher_23,85,95,2024-12-19,2.5,Pass,Average
1713,Student_713,9th,Physics,Teacher_23,97,62,2024-01-28,3.39,Pass,Poor
1714,Student_714,12th,Chemistry,Teacher_6,73,60,2024-02-26,3.54,Pass,Poor
1715,Student_715,12th,Physics,Teacher_24,60,86,2024-12-09,2.49,Pass,Poor
1716,Student_716,12th,Chemistry,Teacher_20,87,99,2024-08-21,2.1,Pass,Excellent
1717,Student_717,11th,Computer Science,Teacher_26,82,92,2024-03-24,3.7,Fail,Good
1718,Student_718,12th,Chemistry,Teacher_5,52,79,2024-09-07,2.02,Pass,Excellent
1719,Student_719,12th,Computer Science,Teacher_20,57,73,2024-04-17,3.87,Pass,Excellent
1720,Student_720,12th,Chemistry,Teacher_12,45,95,2024-02-09,3.26,Pass,Good
1721,Student_721,10th,Biology,Teacher_1,66,64,2024-05-27,2.64,Pass,Good
1722,Student_722,11th,Biology,Teacher_28,50,82,2024-07-27,2.49,Fail,Average
1723,Student_723,12th,History,Teacher_8,46,74,2024-06-30,2.02,Pass,Good
1724,Student_724,9th,Computer Science,Teacher_1,66,65,2024-05-02,2.47,Pass,Average
1725,Student_725,9th,English,Teacher_5,48,92,2024-09-03,2.28,Pass,Average
1726,Student_726,9th,Computer Science,Teacher_22,59,78,2024-06-30,3.22,Pass,Excellent
1727,Student_727,11th,Chemistry,Teacher_6,74,72,2024-07-05,2.33,Pass,Poor
1728,Student_728,11th,Chemistry,Teacher_29,47,88,2024-07-27,3.06,Fail,Excellent
1729,Student_729,9th,English,Teacher_21,91,65,2024-06-05,3.18,Pass,Excellent
1730,Student_730,12th,Mathematics,Teacher_3,65,74,2024-08-17,2.6,Pass,Good
1731,Student_731,11th,Chemistry,Teacher_15,81,75,2024-05-23,2.07,Pass,Good
1732,Student_732,9th,History,Teacher_5,48,83,2024-02-25,2.07,Pass,Average
1733,Student_733,9th,Physics,Teacher_28,73,82,2024-09-11,2.05,Pass,Average
1734,Student_734,12th,Physics,Teacher_24,36,69,2024-01-24,3.48,Pass,Average
1735,Student_735,10th,Science,Teacher_14,73,76,2024-10-17,2.64,Pass,Good
1736,Student_736,11th,Science,Teacher_18,97,89,2024-02-10,3.59,Pass,Average
1737,Student_737,12th,Physics,Teacher_16,63,69,2024-07-12,2.86,Fail,Average
1738,Student_738,9th,Physics,Teacher_6,95,78,2024-05-08,2.91,Pass,Good
1739,Student_739,9th,Biology,Teacher_25,98,88,2024-12-12,3.03,Pass,Poor
1740,Student_740,12th,History,Teacher_24,84,61,2024-02-19,3.43,Pass,Excellent
1741,Student_741,11th,English,Teacher_14,39,95,2024-12-13,2.55,Pass,Good
1742,Student_742,10th,Science,Teacher_27,71,78,2024-02-04,2.24,Pass,Average
1743,Student_743,10th,Biology,Teacher_24,70,66,2024-01-30,3.11,Fail,Excellent
1744,Student_744,9th,Biology,Teacher_8,98,85,2024-05-20,2.65,Pass,Good
1745,Student_745,11th,English,Teacher_29,39,74,2024-04-26,2.88,Pass,Excellent
1746,Student_746,10th,Biology,Teacher_7,39,97,2024-01-25,3.29,Pass,Excellent
1747,Student_747,11th,Computer Science,Teacher_8,89,62,2024-11-28,2.99,Pass,Poor
1748,Student_748,11th,History,Teacher_13,80,97,2024-04-02,3.24,Pass,Average
1749,Student_749,9th,Physics,Teacher_6,50,75,2024-05-16,3.09,Fail,Good
1750,Student_750,10th,Chemistry,Teacher_18,37,61,2024-03-19,3.48,Pass,Average
1751,Student_751,12th,English,Teacher_2,94,90,2024-09-13,3.41,Pass,Poor
1752,Student_752,9th,Physics,Teacher_8,59,87,2024-12-22,3.07,Pass,Poor
1753,Student_753,10th,Physics,Teacher_11,78,66,2024-03-13,3.36,Pass,Good
1754,Student_754,10th,Mathematics,Teacher_1,38,89,2024-10-29,3.75,Pass,Good
1755,Student_755,10th,Computer Science,Teacher_22,46,66,2024-05-05,2.86,Fail,Poor
1756,Student_756,10th,English,Teacher_29,98,95,2024-09-09,2.83,Pass,Good
1757,Student_757,10th,Biology,Teacher_6,87,88,2025-01-07,3.53,Fail,Excellent
1758,Student_758,11th,Chemistry,Teacher_16,86,83,2024-05-25,3.17,Pass,Excellent
1759,Student_759,9th,English,Teacher_27,91,98,2024-07-21,2.14,Pass,Poor
1760,Student_760,11th,Biology,Teacher_20,81,63,2024-04-09,3.78,Pass,Average
1761,Student_761,12th,Physics,Teacher_12,90,88,2024-11-20,2.06,Pass,Good
1762,Student_762,10th,Chemistry,Teacher_11,69,64,2024-11-20,3.5,Fail,Good
1763,Student_763,9th,Biology,Teacher_29,67,88,2024-03-13,3.52,Pass,Excellent
1764,Student_764,10th,History,Teacher_27,72,89,2024-04-07,3.91,Pass,Good
1765,Student_765,9th,Biology,Teacher_29,92,88,2024-06-22,2.11,Pass,Average
1766,Student_766,11th,Mathematics,Teacher_10,48,85,2024-03-10,3.19,Pass,Good
1767,Student_767,9th,Computer Science,Teacher_3,79,78,2024-11-06,2.86,Pass,Good
1768,Student_768,12th,Physics,Teacher_13,62,85,2024-01-28,2.66,Pass,Excellent
1769,Student_769,12th,Biology,Teacher_27,42,96,2024-06-22,2.18,Pass,Good
1770,Student_770,9th,Computer Science,Teacher_3,91,86,2024-11-04,3.13,Pass,Poor
1771,Student_771,9th,Science,Teacher_15,72,89,2024-12-26,2.96,Pass,Poor
1772,Student_772,9th,Science,Teacher_16,78,89,2024-07-25,2.21,Pass,Average
1773,Student_773,9th,Computer Science,Teacher_29,65,62,2024-08-05,3.22,Fail,Average
1774,Student_774,12th,Computer Science,Teacher_13,39,66,2024-04-25,3.48,Pass,Average
1775,Student_775,10th,Mathematics,Teacher_17,35,68,2024-02-22,3.53,Fail,Average
1776,Student_776,9th,History,Teacher_3,86,72,2024-11-13,3.81,Pass,Excellent
1777,Student_777,9th,Physics,Teacher_20,30,74,2025-01-02,2.82,Pass,Good
1778,Student_778,12th,English,Teacher_11,87,64,2024-12-01,3.91,Pass,Excellent
1779,Student_779,12th,Mathematics,Teacher_27,50,88,2024-05-18,3.73,Pass,Average
1780,Student_780,11th,History,Teacher_21,85,94,2024-03-07,2.59,Fail,Good
1781,Student_781,9th,Computer Science,Teacher_19,49,86,2025-01-05,2.32,Pass,Poor
1782,Student_782,11th,English,Teacher_22,83,86,2024-06-17,2.87,Pass,Excellent
1783,Student_783,12th,Computer Science,Teacher_11,54,67,2024-12-30,2.8,Pass,Good
1784,Student_784,12th,Computer Science,Teacher_30,57,91,2024-11-17,3.15,Pass,Poor
1785,Student_785,10th,Science,Teacher_28,34,79,2024-03-16,3.17,Pass,Poor
1786,Student_786,9th,Science,Teacher_16,50,69,2024-10-30,3.5,Pass,Average
1787,Student_787,11th,English,Teacher_21,47,72,2024-02-05,3.02,Pass,Poor
1788,Student_788,12th,Mathematics,Teacher_3,76,88,2024-07-10,2.21,Pass,Poor
1789,Student_789,12th,Science,Teacher_22,99,94,2024-10-13,3.72,Pass,Average
1790,Student_790,11th,Physics,Teacher_6,86,67,2024-08-21,2.62,Pass,Good
1791,Student_791,10th,Computer Science,Teacher_14,48,88,2024-12-18,3.94,Pass,Good
1792,Student_792,12th,Chemistry,Teacher_24,94,90,2024-07-22,2.24,Pass,Average
1793,Student_793,9th,Biology,Teacher_18,32,89,2024-02-19,3.92,Pass,Excellent
1794,Student_794,12th,English,Teacher_17,71,81,2024-09-30,2.18,Pass,Average
1795,Student_795,9th,English,Teacher_4,50,80,2024-12-11,2.46,Pass,Good
1796,Student_796,11th,Science,Teacher_23,69,71,2024-07-07,2.09,Pass,Excellent
1797,Student_797,9th,Mathematics,Teacher_15,96,70,2024-01-21,3.41,Pass,Average
1798,Student_798,11th,Computer Science,Teacher_11,54,61,2024-08-17,3.7,Pass,Good
1799,Student_799,9th,Physics,Teacher_26,84,61,2024-09-21,2.87,Pass,Good
1800,Student_800,11th,Mathematics,Teacher_3,81,93,2024-03-09,3.86,Fail,Good
1801,Student_801,9th,History,Teacher_3,73,62,2024-08-23,3.18,Fail,Poor
1802,Student_802,10th,History,Teacher_16,85,75,2024-07-18,3.26,Pass,Poor
1803,Student_803,9th,Chemistry,Teacher_5,84,63,2024-12-05,3.69,Pass,Excellent
1804,Student_804,9th,Science,Teacher_21,99,82,2024-09-06,2.59,Fail,Excellent
1805,Student_805,10th,Science,Teacher_29,95,79,2025-01-11,2.71,Pass,Excellent
1806,Student_806,12th,Science,Teacher_10,48,84,2024-04-02,3.81,Pass,Poor
1807,Student_807,12th,Chemistry,Teacher_19,36,89,2024-08-24,3.8,Pass,Excellent
1808,Student_808,9th,History,Teacher_25,92,77,2024-04-14,3.95,Pass,Good
1809,Student_809,10th,Mathematics,Teacher_4,71,70,2024-10-08,3.8,Pass,Good
1810,Student_810,9th,Chemistry,Teacher_29,71,88,2024-12-13,2.25,Fail,Excellent
1811,Student_811,11th,Chemistry,Teacher_29,88,76,2024-06-01,3.65,Pass,Excellent
1812,Student_812,11th,Mathematics,Teacher_19,49,85,2024-11-25,2.82,Pass,Poor
1813,Student_813,9th,Science,Teacher_11,46,82,2024-10-16,3.98,Pass,Good
1814,Student_814,12th,Physics,Teacher_2,56,79,2024-09-18,2.94,Pass,Average
1815,Student_815,12th,Mathematics,Teacher_10,76,61,2024-09-09,3.11,Pass,Average
1816,Student_816,9th,History,Teacher_29,31,83,2024-08-25,3.06,Pass,Poor
1817,Student_817,9th,English,Teacher_11,92,90,2024-11-13,2.64,Pass,Poor
1818,Student_818,11th,Computer Science,Teacher_25,91,86,2024-05-31,2.15,Fail,Poor
1819,Student_819,12th,English,Teacher_20,48,61,2024-06-28,3.79,Pass,Good
1820,Student_820,9th,Biology,Teacher_16,46,73,2024-05-19,3.61,Pass,Excellent
1821,Student_821,11th,Biology,Teacher_19,98,63,2024-02-28,2.28,Pass,Excellent
1822,Student_822,12th,Chemistry,Teacher_23,68,72,2024-06-05,3.55,Pass,Poor
1823,Student_823,10th,Computer Science,Teacher_24,68,95,2024-09-01,3.25,Pass,Good
1824,Student_824,11th,English,Teacher_11,65,94,2024-05-18,2.82,Fail,Average
1825,Student_825,12th,Physics,Teacher_14,69,67,2024-09-08,2.51,Fail,Poor
1826,Student_826,12th,Science,Teacher_2,74,61,2024-11-01,3.72,Pass,Good
1827,Student_827,11th,History,Teacher_23,33,65,2024-11-22,3.4,Pass,Poor
1828,Student_828,10th,Biology,Teacher_28,54,90,2024-12-22,3.1,Pass,Good
1829,Student_829,11th,Physics,Teacher_5,98,69,2024-07-27,3.22,Pass,Good
1830,Student_830,12th,History,Teacher_27,59,80,2024-07-05,2.18,Pass,Poor
1831,Student_831,9th,History,Teacher_5,97,69,2024-01-29,2.95,Fail,Excellent
1832,Student_832,9th,Science,Teacher_19,58,82,2024-09-24,2.39,Pass,Poor
1833,Student_833,11th,Computer Science,Teacher_21,97,62,2024-06-29,2.42,Pass,Excellent
1834,Student_834,12th,Chemistry,Teacher_12,80,91,2024-04-17,3.32,Pass,Excellent
1835,Student_835,9th,English,Teacher_18,53,79,2024-09-20,3.82,Pass,Average
1836,Student_836,12th,Science,Teacher_4,43,69,2024-05-02,2.81,Pass,Good
1837,Student_837,11th,Physics,Teacher_22,98,88,2024-07-14,2.42,Pass,Poor
1838,Student_838,9th,Chemistry,Teacher_17,47,93,2024-05-26,3.3,Pass,Good
1839,Student_839,12th,Physics,Teacher_10,71,96,2024-07-07,3.74,Pass,Average
1840,Student_840,9th,Chemistry,Teacher_20,86,79,2024-06-06,3.5,Pass,Excellent
1841,Student_841,11th,Computer Science,Teacher_6,41,67,2024-11-15,3.74,Pass,Poor
1842,Student_842,12th,Biology,Teacher_25,46,66,2025-01-08,3.07,Pass,Good
1843,Student_843,9th,Physics,Teacher_14,59,65,2024-06-04,3.5,Fail,Average
1844,Student_844,11th,Science,Teacher_11,52,70,2024-10-25,2.28,Pass,Excellent
1845,Student_845,9th,Chemistry,Teacher_11,30,77,2024-01-20,2.7,Pass,Excellent
1846,Student_846,9th,Chemistry,Teacher_29,61,88,2024-10-05,2.78,Pass,Good
1847,Student_847,10th,History,Teacher_18,38,84,2024-04-21,3.02,Pass,Excellent
1848,Student_848,10th,History,Teacher_27,44,80,2024-02-27,3.86,Pass,Average
1849,Student_849,11th,Mathematics,Teacher_23,57,62,2024-05-17,3.75,Pass,Excellent
1850,Student_850,10th,Physics,Teacher_22,53,77,2024-08-10,2.27,Pass,Poor
1851,Student_851,11th,History,Teacher_18,89,83,2024-09-21,2.35,Pass,Poor
1852,Student_852,10th,Mathematics,Teacher_24,64,97,2024-10-25,2.72,Pass,Good
1853,Student_853,9th,Biology,Teacher_23,56,69,2024-05-17,2.58,Pass,Average
1854,Student_854,11th,Biology,Teacher_11,49,86,2025-01-02,3.23,Pass,Excellent
1855,Student_855,11th,History,Teacher_21,94,71,2024-09-14,3.81,Pass,Excellent
1856,Student_856,9th,Physics,Teacher_12,78,66,2024-12-10,3.92,Pass,Excellent
1857,Student_857,11th,Chemistry,Teacher_5,30,76,2025-01-13,3.31,Pass,Poor
1858,Student_858,11th,English,Teacher_23,39,60,2024-09-22,3.68,Pass,Average
1859,Student_859,10th,Computer Science,Teacher_9,76,85,2024-08-31,3.05,Pass,Excellent
1860,Student_860,11th,Physics,Teacher_27,88,74,2024-01-23,2.42,Fail,Good
1861,Student_861,12th,Computer Science,Teacher_25,91,92,2024-03-02,3.05,Fail,Average
1862,Student_862,9th,Science,Teacher_9,47,96,2024-06-13,3.11,Pass,Average
1863,Student_863,10th,Biology,Teacher_22,75,90,2024-05-07,3.48,Pass,Excellent
1864,Student_864,10th,History,Teacher_10,61,94,2024-08-09,2.44,Pass,Poor
1865,Student_865,12th,History,Teacher_22,56,60,2025-01-03,2.74,Pass,Average
1866,Student_866,9th,Computer Science,Teacher_19,47,67,2024-05-18,2.73,Pass,Good
1867,Student_867,9th,Chemistry,Teacher_1,68,71,2024-06-19,3.92,Pass,Average
1868,Student_868,10th,Computer Science,Teacher_7,78,78,2024-12-19,2.89,Pass,Poor
1869,Student_869,11th,Science,Teacher_4,73,84,2024-11-07,3.51,Pass,Good
1870,Student_870,10th,Chemistry,Teacher_1,83,91,2024-07-21,3.5,Pass,Poor
1871,Student_871,9th,Science,Teacher_15,63,71,2024-09-13,2.53,Pass,Excellent
1872,Student_872,12th,English,Teacher_8,65,72,2024-10-24,3.14,Pass,Average
1873,Student_873,10th,Biology,Teacher_12,47,87,2024-10-12,3.79,Pass,Good
1874,Student_874,9th,History,Teacher_22,67,60,2024-07-09,2.95,Pass,Poor
1875,Student_875,10th,History,Teacher_22,88,65,2024-08-19,3.89,Pass,Excellent
1876,Student_876,11th,English,Teacher_18,38,67,2024-10-22,2.43,Pass,Good
1877,Student_877,10th,Mathematics,Teacher_15,80,63,2024-07-02,2.15,Pass,Average
1878,Student_878,10th,Biology,Teacher_17,64,64,2024-07-13,3.78,Pass,Average
1879,Student_879,9th,Chemistry,Teacher_29,34,84,2025-01-08,3.7,Pass,Poor
1880,Student_880,9th,English,Teacher_14,43,81,2024-09-03,3.99,Pass,Good
1881,Student_881,9th,Chemistry,Teacher_14,59,87,2024-06-01,3.36,Pass,Excellent
1882,Student_882,10th,Computer Science,Teacher_18,33,98,2024-06-19,3.87,Pass,Excellent
1883,Student_883,11th,Physics,Teacher_20,68,82,2024-05-22,3.65,Pass,Excellent
1884,Student_884,12th,History,Teacher_18,93,63,2024-05-12,3.69,Pass,Poor
1885,Student_885,12th,Chemistry,Teacher_16,54,63,2024-03-16,3.14,Pass,Excellent
1886,Student_886,9th,Science,Teacher_1,57,80,2024-04-22,2.76,Pass,Good
1887,Student_887,9th,Chemistry,Teacher_23,95,96,2024-06-24,3.87,Fail,Poor
1888,Student_888,10th,Physics,Teacher_27,51,61,2024-03-16,2.86,Pass,Average
1889,Student_889,12th,Biology,Teacher_11,60,66,2024-10-15,3.08,Pass,Poor
1890,Student_890,9th,History,Teacher_15,52,75,2025-01-02,2.89,Pass,Poor
1891,Student_891,11th,Computer Science,Teacher_12,77,76,2024-04-18,3.13,Pass,Poor
1892,Student_892,11th,English,Teacher_8,49,79,2024-04-22,2.94,Pass,Good
1893,Student_893,9th,Computer Science,Teacher_22,67,82,2024-05-04,2.1,Pass,Average
1894,Student_894,9th,Physics,Teacher_20,84,93,2024-09-18,3.76,Pass,Average
1895,Student_895,12th,History,Teacher_30,97,70,2024-06-04,2.89,Pass,Poor
1896,Student_896,12th,Chemistry,Teacher_6,30,93,2024-11-11,3.18,Pass,Poor
1897,Student_897,10th,Biology,Teacher_3,36,92,2024-10-09,2.28,Fail,Poor
1898,Student_898,12th,Mathematics,Teacher_28,86,85,2024-11-15,2.01,Pass,Good
1899,Student_899,11th,Biology,Teacher_24,41,61,2024-06-07,2.49,Pass,Good
1900,Student_900,11th,Mathematics,Teacher_26,34,82,2024-03-06,3.41,Fail,Excellent
1901,Student_901,9th,Science,Teacher_30,79,81,2024-04-23,2.2,Fail,Average
1902,Student_902,12th,Biology,Teacher_13,71,93,2024-06-14,3.82,Pass,Excellent
1903,Student_903,10th,History,Teacher_13,41,74,2024-05-10,2.43,Pass,Excellent
1904,Student_904,11th,Mathematics,Teacher_2,47,69,2024-07-17,2.41,Pass,Poor
1905,Student_905,11th,English,Teacher_5,95,74,2024-04-15,2.36,Pass,Good
1906,Student_906,10th,History,Teacher_17,46,88,2024-06-17,2.03,Fail,Excellent
1907,Student_907,10th,English,Teacher_6,97,82,2024-01-22,3.54,Pass,Excellent
1908,Student_908,11th,Biology,Teacher_2,91,76,2025-01-11,3.75,Pass,Excellent
1909,Student_909,11th,English,Teacher_4,70,68,2024-10-14,3.23,Fail,Poor
1910,Student_910,10th,Mathematics,Teacher_22,63,95,2024-03-19,2.38,Pass,Poor
1911,Student_911,11th,History,Teacher_26,99,68,2024-06-03,2.57,Pass,Good
1912,Student_912,9th,Chemistry,Teacher_11,74,75,2024-02-07,2.95,Fail,Excellent
1913,Student_913,9th,Physics,Teacher_8,87,95,2024-02-11,3.91,Pass,Excellent
1914,Student_914,10th,Mathematics,Teacher_12,80,92,2024-10-24,2.49,Pass,Good
1915,Student_915,12th,Mathematics,Teacher_8,63,90,2024-06-12,3.46,Pass,Good
1916,Student_916,10th,Chemistry,Teacher_11,73,65,2025-01-06,2.88,Pass,Good
1917,Student_917,10th,History,Teacher_22,44,69,2024-03-19,2.6,Pass,Average
1918,Student_918,12th,History,Teacher_20,99,75,2024-12-06,2.91,Pass,Good
1919,Student_919,12th,Computer Science,Teacher_8,79,63,2024-09-22,2.14,Fail,Poor
1920,Student_920,12th,Biology,Teacher_29,61,81,2024-03-07,3.6,Pass,Average
1921,Student_921,9th,English,Teacher_8,96,72,2024-01-21,2.49,Pass,Good
1922,Student_922,11th,Biology,Teacher_26,32,75,2024-11-03,3.45,Pass,Poor
1923,Student_923,9th,Chemistry,Teacher_30,80,88,2024-06-08,2.14,Pass,Good
1924,Student_924,11th,Biology,Teacher_17,96,65,2024-09-11,3.91,Pass,Good
1925,Student_925,9th,Chemistry,Teacher_20,77,85,2024-09-16,2.39,Pass,Average
1926,Student_926,11th,History,Teacher_20,46,70,2024-08-27,3.77,Pass,Poor
1927,Student_927,9th,English,Teacher_23,36,83,2024-07-07,3.62,Pass,Excellent
1928,Student_928,12th,Biology,Teacher_16,42,88,2024-04-18,3.94,Fail,Good
1929,Student_929,10th,Mathematics,Teacher_14,95,62,2024-02-10,2.96,Pass,Average
1930,Student_930,9th,Science,Teacher_30,33,69,2024-05-23,3.45,Pass,Poor
1931,Student_931,11th,Computer Science,Teacher_11,39,60,2024-09-15,2.74,Pass,Good
1932,Student_932,12th,Physics,Teacher_7,46,85,2024-03-13,2.37,Fail,Excellent
1933,Student_933,9th,Mathematics,Teacher_16,81,71,2024-02-17,2.89,Pass,Poor
1934,Student_934,9th,History,Teacher_13,35,73,2024-08-07,2.33,Pass,Poor
1935,Student_935,12th,Physics,Teacher_27,98,84,2024-09-22,3.96,Pass,Average
1936,Student_936,9th,Science,Teacher_15,38,67,2024-02-21,2.19,Pass,Good
1937,Student_937,10th,Science,Teacher_24,50,63,2024-11-05,3.18,Pass,Good
1938,Student_938,9th,English,Teacher_16,53,87,2024-12-02,3.25,Pass,Poor
1939,Student_939,10th,Physics,Teacher_27,33,66,2024-12-31,3.08,Pass,Good
1940,Student_940,10th,English,Teacher_21,53,69,2024-02-11,3.32,Fail,Poor
1941,Student_941,12th,Mathematics,Teacher_23,88,95,2024-04-01,2.23,Pass,Excellent
1942,Student_942,9th,Chemistry,Teacher_24,32,61,2024-03-31,3.11,Pass,Average
1943,Student_943,12th,Chemistry,Teacher_9,97,85,2024-10-29,2.57,Pass,Good
1944,Student_944,9th,Chemistry,Teacher_3,69,73,2024-06-18,3.88,Pass,Good
1945,Student_945,9th,Physics,Teacher_19,77,75,2024-02-27,3.52,Pass,Average
1946,Student_946,11th,Chemistry,Teacher_20,83,76,2024-05-21,3.95,Pass,Excellent
1947,Student_947,9th,Mathematics,Teacher_5,64,81,2024-03-15,2.08,Pass,Excellent
1948,Student_948,12th,English,Teacher_10,85,63,2024-10-26,2.57,Pass,Excellent
1949,Student_949,10th,Physics,Teacher_17,69,78,2024-08-15,2.39,Pass,Excellent
1950,Student_950,9th,English,Teacher_15,97,61,2024-11-20,2.02,Pass,Excellent
1951,Student_951,11th,Physics,Teacher_23,75,98,2024-11-15,2.48,Pass,Poor
1952,Student_952,12th,English,Teacher_25,42,68,2024-11-26,3.36,Pass,Good
1953,Student_953,9th,Science,Teacher_8,56,78,2024-05-09,2.46,Pass,Good
1954,Student_954,12th,English,Teacher_15,35,75,2024-10-08,3.02,Pass,Good
1955,Student_955,11th,Chemistry,Teacher_21,46,84,2024-07-27,3.78,Pass,Poor
1956,Student_956,11th,Science,Teacher_30,65,77,2024-09-01,3.39,Fail,Average
1957,Student_957,12th,English,Teacher_14,31,82,2024-08-28,2.79,Fail,Excellent
1958,Student_958,9th,Physics,Teacher_20,81,80,2024-06-15,2.74,Fail,Average
1959,Student_959,10th,Physics,Teacher_28,95,70,2024-11-11,2.91,Pass,Excellent
1960,Student_960,11th,Computer Science,Teacher_7,81,98,2024-08-21,2.35,Pass,Excellent
1961,Student_961,9th,Physics,Teacher_21,72,63,2024-06-19,3.27,Pass,Average
1962,Student_962,9th,History,Teacher_23,51,84,2024-11-01,2.73,Pass,Good
1963,Student_963,10th,Mathematics,Teacher_12,84,91,2024-11-27,3.7,Pass,Poor
1964,Student_964,11th,Physics,Teacher_17,96,89,2024-02-14,3.51,Fail,Average
1965,Student_965,11th,Science,Teacher_17,89,85,2024-11-22,3.22,Pass,Good
1966,Student_966,9th,Computer Science,Teacher_10,87,95,2024-03-05,2.73,Pass,Excellent
1967,Student_967,9th,Physics,Teacher_30,41,93,2024-04-30,2.42,Pass,Good
1968,Student_968,10th,History,Teacher_29,98,68,2024-11-30,3.55,Fail,Excellent
1969,Student_969,10th,Chemistry,Teacher_19,68,71,2024-05-02,2.97,Pass,Excellent
1970,Student_970,11th,Science,Teacher_14,42,61,2024-05-29,2.45,Pass,Good
1971,Student_971,12th,History,Teacher_11,70,97,2024-12-18,2.39,Fail,Excellent
1972,Student_972,11th,Chemistry,Teacher_2,86,64,2024-02-25,2.33,Pass,Poor
1973,Student_973,9th,Biology,Teacher_18,82,64,2024-04-04,3.55,Pass,Good
1974,Student_974,11th,Biology,Teacher_7,41,81,2024-05-16,2.46,Pass,Average
1975,Student_975,12th,Science,Teacher_12,42,64,2024-04-12,3.05,Pass,Excellent
1976,Student_976,10th,English,Teacher_26,86,63,2024-10-23,2.9,Pass,Excellent
1977,Student_977,12th,Mathematics,Teacher_2,69,68,2024-02-22,3.16,Pass,Poor
1978,Student_978,12th,Computer Science,Teacher_27,74,88,2024-04-04,3.75,Fail,Poor
1979,Student_979,12th,Mathematics,Teacher_20,64,81,2024-01-16,3.74,Pass,Average
1980,Student_980,10th,History,Teacher_18,32,86,2024-08-11,2.9,Pass,Excellent
1981,Student_981,12th,Chemistry,Teacher_6,34,69,2024-09-01,2.03,Pass,Average
1982,Student_982,12th,Mathematics,Teacher_24,40,75,2025-01-01,2.85,Pass,Average
1983,Student_983,12th,Chemistry,Teacher_10,85,69,2024-11-14,3.21,Pass,Excellent
1984,Student_984,9th,Chemistry,Teacher_20,39,65,2024-09-11,3.12,Pass,Average
